date,US_INTERNET,US_SEMICONDUCTOR,US_NEW_ENERGY,US_HEALTHCARE,US_FINANCIALS,US_REAL_ESTATE_CHAIN,US_ENERGY,US_MATERIALS,US_INDUSTRIALS,US_UTILITIES,CN_INTERNET,CN_SEMICONDUCTOR,CN_NEW_ENERGY,CN_HEALTHCARE,CN_FINANCIALS,CN_REAL_ESTATE_CHAIN,CN_ENERGY,CN_MATERIALS,CN_INDUSTRIALS,CN_UTILITIES
2019-07-04,,,,,,,,,,,,,,,,,,,,
2019-07-05,,,,,,,,,,,0.000810082456111416,0.011549661597624553,,0.016827318668619327,0.002231151506253287,-0.01569538804027839,-0.010550164724638857,0.00301203873139057,-0.00512822675175491,
2019-07-08,-0.008427331644536335,-0.006523332339656308,-0.010241675975781135,-0.007494799931874551,-0.0049841033454407595,-0.0035723104266299514,0.0014255556010858471,-0.011607831168759249,-0.008291482021274008,0.0014819738113625955,-0.017974302956016337,-0.04601882121932367,,-0.01986221950898703,-0.020087295260313567,-0.02401483948883485,-0.0030349550264076224,-0.036757628015898984,-0.03665331397062807,
2019-07-09,0.01295145022188554,0.006974969805232485,0.006529313136170376,0.0009666272221820706,0.0017828401500315043,-0.006941463283967596,0.0007911256669153587,-0.009835560419992357,-0.0022139830944641224,0.0013154861149395555,-0.01160880186624435,0.006989513636255979,,-0.0030441395090345987,-0.005085509977017523,0.0,0.012084763697387157,0.0015588881976356037,0.00266308317851704,
2019-07-10,0.006647703001166115,0.009880526970318724,0.0023218985348166946,0.00343026996504715,-0.0035689422228236045,0.004075289164486431,0.012728786169049475,-0.0020828682312195868,-0.002349611790899855,0.0022982943255737526,0.009132514294304341,0.011869540915251402,,0.005472839959067387,-0.0014073669376076996,-0.005803841117743528,-0.010566180039178556,-0.01569884801630297,-0.0053332773103234666,
2019-07-11,0.0014044925346642931,0.0027669571502897876,-0.01307197434623207,0.00021394415145039827,0.005704333241205617,-0.0011970397060489808,0.002027870175311641,0.004334499767958766,0.0067729086588739044,0.00032780826848667854,-0.001654337411449383,-0.01186954091525141,,-0.0012136490917902406,0.0043918066034899705,-0.0023310428172288655,-0.007616175992093407,0.017255215169626803,0.0,
2019-07-12,0.004001811806961728,0.018195266347465947,0.01723794521069552,-0.011187728566192365,0.006731518117628548,0.018274805776052526,0.00419910438369139,0.009813321954676144,0.017371621316360587,-0.006578076430037554,-0.0033167100053474057,0.00198804666459402,,0.004845567561125298,0.011675573298195312,0.00813488393497243,0.01215822926069822,-0.007806363119223109,-0.0013378553525264605,
2019-07-15,0.0017292486656146921,0.008020178243312815,0.0009231255996448491,0.002161036341610966,-0.005665645940601039,-0.0011764726291490387,-0.009041588423843975,0.0006851648409535543,-0.004090663514198817,0.003951973835977332,-0.0008309487413118634,0.02452303095451267,,0.0036188471274736515,0.0031136723620844927,0.0011567232139021483,-0.0075815301891206,0.006249995965899237,0.023810658081016175,
2019-07-16,-0.006399639868328772,-0.010386183956164216,0.0027649107238266867,-0.004977822239816227,-0.002488907818190031,0.008207240736861958,-0.010705297971123772,0.002394012064553812,0.006383962758381107,-0.005768404029590483,0.009925709287646805,0.004833257843754523,,-0.00846441468859877,-0.0046741517143891005,0.009206067377667783,-0.012251326662793022,0.0015563671533237152,0.0026110117295562816,
2019-07-17,-0.004222134732892416,0.003590508660283142,0.0,0.00021700800555360335,-0.008580457122773746,-0.00938519451361794,-0.011461504343605912,-0.008921051868100388,-0.02161389834150908,0.0037944473605726493,0.0,0.022879977515301388,,-0.0012150513582424674,-0.002954245266288476,0.005711032196600053,-0.0015420005096785216,-0.0015563671533237297,0.0,
2019-07-18,-0.005995096763628843,0.017848362577725558,0.0032161268546862854,0.00562379291774893,0.007511772411062185,-0.0011792474464936377,0.00016023350928845437,0.004298648410732215,0.0018190163033372923,0.008689317325675561,-0.007435030473634109,-0.01903005186669866,,-0.011617332757629262,-0.003137552961417958,-0.013761712823190513,-0.007745964675948039,-0.003120115184700157,-0.01709444809766905,
2019-07-19,-0.009367361646415188,8.592013028705658e-05,0.007312767911658935,-0.010407287195167545,-0.004285885227004042,-0.00948534364997676,0.00463138884456397,0.0022283913928145055,0.005437279853712584,-0.014634831507277301,0.007435030473634062,0.007655555173609452,,0.0,0.013697664607275051,0.027336541944929536,0.0015539818589928964,0.02010892189005041,0.005291028271919203,
